1000000 100000
1 810682 742884
1 748949 137365
1 601698 863793
0 939622 586788
0 490 796718
1 930451 828083
1 798842 443773
0 378043 829679
0 791483 683839
0 127296 563913
1 654773 827148
0 790044 75450
1 555784 151218
1 950688 658925
0 929663 666551
0 20307 647119
1 80062 653795
0 435454 849299
0 410452 225126
0 769598 733817
1 766891 957646
1 851862 270516
1 816749 798725
0 219291 144824
0 943720 197642
1 925556 577981
0 824920 616200
1 500117 922891
0 867413 19367
1 883463 224228
1 377377 535777
0 790633 447350
1 785726 515001
1 900899 535010
1 443760 783022
1 493155 338682
1 316399 383416
0 391486 986800
1 653668 892506
0 21558 68523
0 199132 351011
1 500623 994301
0 42600 513774
0 378393 741265
0 849234 549691
0 803932 733317
1 772604 315394
1 283232 796640
1 29637 722596
1 508627 513917
1 431387 650482
0 460782 392192
0 516975 711365
1 589974 633286
1 441656 653019
1 647395 191403
0 989727 647584
1 619001 951935
0 493358 768231
0 556863 76304
0 487730 93906
1 891849 282932
1 577460 756685
0 190916 661288
1 990048 144879
1 222616 466403
0 530689 613989
0 312185 550599
1 156311 283337
1 698012 134191
0 800588 539037
0 967241 833443
0 115444 761779
1 887913 27724
1 656561 588208
1 973275 758214
1 166596 77313
0 718888 927969
1 151382 796018
0 896730 407952
1 478402 406397
0 479510 903964
1 802596 799986
1 760458 232214
1 696877 278583
0 643602 319243
0 453143 610559
1 418280 432673
1 414235 264072
0 328530 211731
1 121420 503695
0 707898 440846
1 130119 268374
1 657200 492028
1 348469 845503
1 438345 797047
0 1340 71438
1 934064 490597
0 73591 258835
1 624392 145779
1 106480 273528
0 412558 683519
0 386582 746705
1 913601 104624
1 548714 574990
0 947976 483492
1 407753 814528
1 481279 791382
0 943070 835283
1 731343 389193
1 750207 371234
1 445765 241768
1 307727 304772
0 52850 302805
1 603347 10159
0 913946 610767
0 738665 504451
1 301082 835499
0 895735 938578
0 62889 263125
1 491287 290821
1 191559 977904
1 64190 596601
1 405009 765968
1 375106 788312
0 904012 846973
1 327703 722962
0 803041 374792
0 612668 447957
0 61516 625275
0 583650 307754
1 156793 611681
1 666207 199332
1 420934 291238
0 119685 134330
1 962170 881257
0 317608 329274
1 669906 812079
0 3245 828653
0 162911 567168
1 677021 244438
0 518167 885690
1 367761 15195
0 754135 297432
1 32785 953104
0 79574 761714
0 869875 173304
1 953009 499872
0 755325 129380
0 96567 638652
0 209780 548393
1 443242 10043
0 967890 799692
0 165030 61643
0 414854 663430
1 342706 932910
1 841715 931396
1 790244 937304
0 55101 915454
1 959856 504081
1 811598 110052
0 224259 584830
1 693807 865055
0 986870 540551
1 560144 5257
0 616870 879667
1 423879 788428
1 949242 135282
1 386997 110940
0 660642 826701
1 114182 279706
0 639900 55591
0 962876 136020
0 225113 450889
0 141971 5292
1 780443 697997
1 721514 507706
0 427666 914212
1 433970 304209
0 242815 130920
0 865452 752253
0 343433 164744
0 764391 610182
0 837491 496086
1 205435 841981
1 397490 762663
1 954979 594762
1 759310 432948
0 197063 261051
0 307065 851477
0 528680 400184
0 102960 260663
0 56366 595639
1 213445 802305
0 921961 155125
1 314980 621758
0 2621 731192
1 127658 89168
1 337379 352094
0 470439 954094
1 601545 826532
1 739132 845679
1 965005 343447
0 563340 271005
0 804076 633301
1 274479 240838
0 359507 743670
1 130972 571552
0 106485 495351
1 824502 100615
0 870516 448947
1 453336 477429
0 64829 443148
1 148901 679915
1 13635 469537
0 156677 297311
1 668387 979671
1 54713 17367
1 405524 768658
0 834811 161207
0 363269 192569
0 585898 978154
0 985077 374575
0 597629 253858
0 250401 197066
1 921885 260281
0 788364 146990
1 5514 468010
1 680766 520436
0 147024 520130
1 524397 478139
0 595523 134866
0 972890 239201
1 982571 1270
1 617703 290789
0 195608 830537
0 587526 745004
0 516978 915788
1 915799 535265
1 645170 674703
0 469128 26877
1 662790 376336
1 47902 364274
1 976097 298517
1 527048 348535
1 999132 645337
0 519404 427390
1 399842 887147
1 329895 198420
0 639184 440798
0 941002 426851
1 53042 598538
0 869918 222273
0 486614 398367
0 315289 17264
1 470320 899635
1 459203 878594
1 128494 582951
0 296567 711465
1 253661 417200
0 702710 293720
0 351294 386557
1 987314 621783
0 323019 162990
1 826720 764734
1 340623 900204
0 110373 70729
0 40961 162966
1 707126 830593
0 594406 447226
0 278310 201830
0 970772 447299
0 208056 896063
1 693624 232112
1 695642 875412
0 174585 53890
1 182490 825171
0 272305 137315
1 938705 663461
1 3958 84775
1 70715 681276
1 833582 234603
0 879360 80792
0 108982 357998
0 217822 380460
1 402661 396
1 932951 761517
1 423024 948206
0 694168 521554
1 609945 996305
1 178248 762186
1 57472 633397
1 716540 554106
1 120390 284771
1 954020 669818
0 383041 826295
0 879901 468396
1 666235 963675
1 445466 319766
1 187374 625047
1 651841 112938
1 725826 820696
1 152911 770518
1 590539 3286
1 284877 371127
0 983334 678464
0 40943 800984
1 447363 49795
0 695278 309797
1 460000 960766
0 257175 280219
0 982635 77172
1 686489 799781
1 793207 597236
1 649364 158680
1 876666 856436
1 348480 614466
1 824490 682310
0 500034 158725
1 82482 952964
0 79196 841735
0 177357 779099
0 612876 171820
1 129858 655537
0 854304 621273
0 944290 818038
0 426479 7574
1 991698 86197
0 741847 510878
1 152056 771181
1 539986 936207
1 552060 882450
1 177200 608115
0 347957 211068
0 480990 852236
0 460448 641166
0 678028 366858
0 730077 113361
1 266771 864944
0 752958 532755
1 551300 945829
0 717988 480087
0 59227 685674
1 502240 349518
1 668926 803620
0 736960 657575
0 162173 733769
1 22798 174950
1 591358 361690
0 351709 759580
1 855912 736391
1 338432 217555
0 982620 645604
0 970016 417236
0 622477 481015
1 496019 903267
0 537408 39664
0 473934 330966
0 695824 486300
0 7684 663322
0 910928 932955
0 989145 134494
1 587042 182910
0 333109 493761
0 694333 201902
1 794775 874769
0 240832 585264
1 272002 681875
1 32024 954034
0 922104 230818
1 247078 524798
0 880602 983596
1 262485 543710
0 864929 243833
0 565669 932541
1 284706 631771
0 179682 627682
0 374475 631800
1 93841 869162
0 615187 421648
1 375494 499746
0 701870 968416
0 712437 945486
0 908973 534479
0 281800 535511
1 126794 751695
1 41091 604732
0 291509 391103
0 354686 592120
0 163456 333123
1 867638 528872
1 951013 297447
1 40867 285202
1 526358 978296
1 556230 699211
1 784658 281548
1 367500 724037
1 520108 258385
0 434849 18733
1 807817 809581
0 521987 483818
1 754655 316529
1 163351 306023
0 390334 654731
1 359004 390319
1 840720 633428
0 296343 461231
0 677541 75564
1 451814 289692
1 355351 336952
0 178471 360292
1 169911 760290
0 809562 806505
0 726867 6960
0 273786 144779
0 129009 748366
0 824795 623692
0 254455 214019
0 600876 580165
1 432751 46350
1 279504 77594
1 620252 775085
1 414958 917185
0 633755 785624
1 285396 818375
1 221552 704975
0 732977 713764
1 686301 686991
0 913087 794709
1 96336 569700
1 654411 327032
1 772454 105900
1 680443 905456
0 563421 300911
1 47843 600933
0 444158 214748
1 364025 188390
1 148776 157284
0 125693 475822
0 397545 618835
0 372914 845911
1 576 947976
1 360207 241775
0 414496 793508
0 823294 792399
0 149630 803037
1 969168 923075
1 96157 269518
1 229629 980935
1 641149 430985
0 230343 634579
1 215343 326370
0 301117 893056
1 340515 757223
1 832096 128847
1 644028 348870
0 703087 210290
1 586113 642950
1 767451 517559
1 639998 56828
1 639423 425139
1 60612 602853
0 263005 622565
0 987366 24752
1 764249 699309
1 494392 982017
0 749977 34115
1 901080 220242
0 3741 109993
1 743688 969005
1 864302 685666
0 823699 184156
0 548349 533164
0 627659 573972
1 774593 732201
1 854177 59951
0 686202 491162
0 295008 401897
0 597415 316236
1 65268 371552
0 240168 762902
0 885988 989943
0 180827 335372
0 594833 856822
0 501784 971529
0 666870 575447
1 581141 659743
1 268318 332100
0 365384 17544
1 799670 100290
0 310944 718338
1 918499 674642
0 384474 976051
0 532913 614367
1 769114 299842
0 492735 221296
1 607998 398599
0 682869 176111
1 636892 627150
1 234955 196509
1 467950 422656
0 549549 754369
0 125218 35634
1 451171 759589
1 985559 277542
1 908162 637269
1 881511 286848
0 841685 780393
0 768206 360381
1 32216 611018
1 358328 771845
0 505656 862910
1 234153 537298
1 281790 589307
1 575257 555571
1 342756 23060
1 816669 858443
0 879733 511943
0 412850 821610
1 217167 476953
0 947645 357487
1 832623 75744
1 114159 911031
1 760460 23478
1 798795 151682
0 748681 131018
0 72915 561977
1 775566 772061
0 816762 493521
1 148234 766927
0 182599 7242
1 187858 871322
1 770259 64607
0 314118 312830
1 998601 955973
0 459315 242866
0 646017 271371
1 958900 569689
0 157484 897155
0 332172 569894
0 868274 157104
0 880661 31500
1 158657 250389
0 59070 272702
1 659967 526268
0 681904 473967
1 877253 880065
0 476696 19897
1 907187 444439
0 652492 888931
0 791371 632219
0 928702 469502
1 257376 404388
1 278267 901201
0 709854 864253
1 398137 524375
0 690623 138843
0 827232 469195
0 353856 537460
0 600946 547899
0 454687 560111
0 82079 543585
1 51647 775260
0 549614 448608
0 156871 814879
0 701235 165464
1 480803 864640
1 943737 207259
1 412341 501720
0 761828 339675
1 608315 866486
1 337083 825196
1 863485 272824
0 760347 159423
0 397012 172790
1 173936 729543
1 981296 199287
0 218669 967319
0 134860 911080
1 816392 549889
1 808662 409951
0 701079 592464
1 804433 825187
0 426431 985120
0 645596 393097
0 144154 210832
0 144611 423342
1 347742 825811
1 880234 26809
0 953930 589714
0 841988 358783
0 426265 654538
0 271098 953026
0 852646 540429
1 644336 794799
1 988187 551693
1 930427 188301
1 184733 152107
1 590716 560886
1 898871 474836
1 203657 834824
1 308328 410474
1 633538 443680
0 678719 697124
1 336429 881982
1 209056 193712
1 428198 509276
0 413050 950282
0 476217 616462
1 487413 70702
1 355575 744676
1 627883 146522
1 951606 342466
0 218267 92247
0 669814 820271
1 924062 486050
0 512309 195495
0 286515 775111
0 486919 441832
1 661252 89923
1 932608 976906
0 543585 407345
1 866770 484937
0 553237 823731
1 361655 133351
1 455094 71101
0 454028 186413
1 855056 578618
1 936585 529517
0 218320 255814
0 593751 720487
0 465614 721257
1 901000 940742
0 852418 875603
0 306696 610144
1 995051 12324
0 517587 990320
0 383850 719551
0 124131 211121
0 915412 440825
1 796660 155886
0 353260 171608
0 854149 138429
1 850528 497946
1 829705 684807
0 145828 308038
0 365033 604674
0 878176 486009
0 355367 117952
1 377293 474196
0 897037 880021
1 221290 88610
1 393406 884758
1 137094 824240
1 749875 328286
1 608494 742060
1 210443 714158
1 900732 96786
1 637193 838060
0 1238 306297
0 854011 359912
0 805049 387590
0 880311 78033
1 43802 279657
1 407893 491290
0 402783 606533
1 235294 259736
0 421396 246610
0 992828 423899
1 781170 670566
0 9494 107625
0 620521 118558
1 434509 362488
1 337216 260010
1 323555 407815
1 658179 382639
1 406827 70829
0 283313 125879
1 818102 134326
1 940072 447208
0 406604 864051
0 114862 613370
0 431290 606989
0 314006 380000
0 3632 133239
0 492061 128676
0 214076 930310
0 53717 176250
1 344427 151397
0 45044 208792
1 216662 410234
0 754846 398983
1 782978 145374
0 533489 335885
0 558820 374409
0 18666 114827
1 884054 620996
0 319156 230050
1 806489 358923
1 105443 153997
0 570953 863364
0 137270 573548
1 325959 799789
1 373264 586916
0 574745 100182
0 386103 929223
0 550118 937387
0 358489 593785
1 381628 933081
1 876155 913533
1 245649 979797
0 719067 444652
0 531466 776705
0 299493 787464
0 218929 483748
0 433491 387074
0 571045 25250
1 385401 774370
1 210676 158207
1 589589 888165
1 163049 249416
0 589751 490697
1 276772 108621
1 407969 6619
1 845875 932009
0 133977 108586
0 390297 498987
1 584154 116719
0 975244 199059
1 709711 671176
1 802370 143958
0 205637 193283
1 187131 863661
1 672829 857332
1 16295 398767
1 781634 817130
1 21022 91408
1 869234 513794
1 160908 785508
1 331301 907409
0 970023 294364
1 378810 416745
1 602103 606945
1 884485 344699
1 602150 514247
1 754667 446656
0 311564 425955
0 155650 179601
1 641338 657102
1 566955 601578
0 519595 149191
0 408919 309934
0 95952 985403
0 708662 226744
1 62316 761403
0 697374 505495
0 116624 230800
1 230719 974038
1 420954 690756
1 685273 574267
1 387021 833106
1 743972 278270
1 223855 83378
1 656759 43115
0 269050 442048
1 129168 408794
1 986619 473947
1 579337 10294
0 450826 667801
1 891693 178461
1 128703 630689
0 694117 447579
1 729565 288911
0 250582 774941
0 97633 130490
1 363916 739444
0 295888 845561
0 845871 345876
0 142617 961335
0 528142 904751
0 715291 932887
0 721820 523963
0 19295 302482
0 137544 178713
0 518964 194335
0 356337 824536
0 879846 2407
0 273835 511672
0 913993 831351
0 822607 356376
1 281608 138681
1 408641 354239
1 450940 219500
1 365262 350916
0 28755 145868
0 519266 954953
0 588111 499022
1 171831 15228
0 306602 546439
1 825765 403874
0 412463 19323
1 859946 413703
0 821929 438165
0 906761 491669
1 720671 964846
1 847413 580383
0 914607 425884
1 223154 390990
1 360815 44690
1 634552 22653
1 739919 788564
1 515284 129584
0 415058 278710
1 767003 746819
0 973906 759732
0 782371 438690
0 776016 691785
1 185996 682717
0 634413 120547
0 305823 640003
0 546269 598843
1 299156 19140
0 981755 3739
0 995768 484954
0 451857 858855
1 693697 390806
0 269681 871226
0 585716 985568
1 990572 473536
1 441270 870049
0 30790 192870
1 427488 547191
1 561989 339563
1 984305 171295
1 97756 820712
1 265169 3719
0 748470 53942
1 84459 136128
0 497142 716718
1 580803 340140
0 183348 496444
1 635587 546916
0 612465 323502
1 306798 599685
0 935573 215813
1 238614 915124
1 75811 821699
0 354245 963812
0 323497 832040
0 118981 813414
0 315187 362415
0 693018 506571
0 702436 146144
1 167436 41605
0 208054 862837
0 222909 509096
1 389017 988638
1 330541 945385
0 170207 849235
1 794910 671703
0 308638 409889
0 579773 8874
1 235215 660894
1 853263 385783
0 932241 653578
1 78969 170688
0 198159 957471
1 541989 362635
1 199480 457628
0 678627 399441
1 261710 126454
1 906557 281325
0 298890 714984
0 198980 928285
0 214638 637615
0 58146 647639
1 945160 770643
1 461320 457979
0 45504 114733
1 240296 601773
1 4779 625238
0 858966 444430
0 801454 720933
0 293765 896988
1 369091 707221
0 513868 984194
0 598524 62616
1 858327 865770
1 156969 114590
1 665344 70672
0 758762 185696
1 60328 762147
1 412563 716766
1 720438 94047
0 711261 104855
1 830309 382521
1 883293 811725
0 587452 890963
0 117970 997390
1 878657 914735
0 193873 89668
1 824943 342497
1 428295 133205
1 996673 844647
0 4169 859401
1 406695 422289
1 128537 506422
1 828345 813272
1 319819 894423
1 232002 556333
1 407623 98467
1 686540 755582
0 115411 86347
0 271757 365848
1 648536 780590
0 83597 548338
0 988576 913316
0 444705 810605
1 686206 16242
0 884045 761373
1 694347 56669
0 315942 210539
0 922137 4139
0 638797 716699
1 878509 91384
1 660 37603
0 633893 474460
0 398720 491848
0 722554 247170
0 995516 222327
0 6004 20704
1 600028 120870
1 770387 358357
0 581148 968568
1 152356 484478
0 295217 640288
1 570552 11018
1 261155 560215
0 667590 161942
1 363538 468975
1 115054 385609
0 575473 618664
0 807684 259624
0 934673 318695
0 57866 626391
0 173025 894645
0 720324 513582
1 249766 380558
1 292260 935765
0 910877 500626
1 872059 521989
0 882436 787727
1 339470 312577
1 663831 155025
0 154707 171690
0 865334 188871
0 433130 823185
0 921818 145325
1 14105 467740
0 226671 741511
1 997133 889408
0 896762 760712
0 378801 291305
1 574625 73233
1 764853 694887
0 136669 230196
1 558399 143561
1 926274 430447
0 854727 105750
0 692791 416745
1 952258 913771
1 805005 613501
0 997999 563616
1 392171 995597
0 386761 608481
0 169383 5762
0 391195 586149
0 607209 763466
0 104389 108539
0 182268 340726
1 642239 478597
1 784021 897353
0 626305 493681
1 471157 748499
0 135247 571732
1 821811 712262
0 877746 449472
0 284470 6657
0 17963 828278
1 66715 775026
1 723068 835540
1 682865 214623
0 152948 206027
1 527545 520907
1 172675 397782
1 363339 257852
0 441602 148026
0 327156 556154
1 932224 894465
0 570864 953698
0 403517 305678
1 704873 414503
0 239504 742019
0 268297 352703
0 834371 48609
0 943927 61986
0 999102 102325
0 570787 953002
0 31120 912382
0 245286 788520
1 551287 986300
1 743031 488448
1 209815 93734
0 408000 327482
1 735649 362466
0 96028 525854
0 46322 16070
0 358393 254116
0 689427 934647
1 309841 72012
0 988084 213818
0 481046 800736
0 912208 663091
1 491276 507567
0 337241 636311
1 399472 69329
1 546114 990626
1 212843 662823
0 243433 510225
0 663734 130558
1 375409 262864
0 855187 625096
1 522807 687789
0 868313 462449
0 988372 630187
1 506208 186830
0 921975 212540
1 425891 581700
1 704139 954385
0 480058 272780
1 48384 871574
0 261506 630665
1 63392 212976
1 572926 200728
0 569975 402085
0 765547 739857
1 18545 532784
0 928712 905023
1 101878 259526
1 732584 301168
0 768147 645239
1 985168 684879
1 753203 95469
0 591639 906807
0 908223 618400
1 907342 118930
1 318906 418259
1 50621 519272
0 17242 431752
1 592454 230319
1 288428 827006
1 636600 418502
1 957635 645284
0 41429 156684
0 249098 938620
1 730106 920011
1 171497 962281
0 634731 862323
1 126883 157593
0 692608 859183
0 817653 105802
0 955882 752736
0 566003 722014
0 312640 968375
1 496286 464641
1 113914 937381
1 5559 989124
0 231029 80557
0 695035 569553
1 190671 735110
0 200590 11396
0 617197 277101
1 905413 241424
1 694604 369356
1 168054 356268
1 531165 761498
0 711086 95798
1 161330 531387
1 274394 294150
1 209768 614625
0 981130 191982
0 740192 705270
0 838444 26561
0 230296 157749
1 890675 333726
1 992431 676657
1 652496 147506
1 66265 745525
0 905264 209262
0 918145 41895
1 239374 290579
1 762229 362333
